uid,title,genre,aired,episodes,ranked,score,link
24637,G-On Riders Special,"['Sci-Fi', 'Comedy', 'Ecchi']",21-Mar-03,1,9239,5.72,https://myanimelist.net/anime/24637/G-On_Riders_Special
31710,Divine Gate,"['Action', 'Sci-Fi', 'Fantasy']","Jan 8, 2016 to Mar 25, 2016",12,9237,5.72,https://myanimelist.net/anime/31710/Divine_Gate
29919,Fushigi na Taiko,['Kids'],20-Aug-57,1,9238,5.72,https://myanimelist.net/anime/29919/Fushigi_na_Taiko
9409,D-1 Devastator,"['Mecha', 'Sci-Fi']","Dec 11, 1992 to Feb 26, 1993",2,9236,5.72,https://myanimelist.net/anime/9409/D-1_Devastator
33236,Committed Red,['Music'],9-Apr-16,1,9235,5.72,https://myanimelist.net/anime/33236/Committed_Red
38934,Change Our Mirai!: Our 7 Lights,['Music'],14-Sep-18,1,9234,5.72,https://myanimelist.net/anime/38934/Change_Our_Mirai__Our_7_Lights
40013,Carole & Tuesday Specials,['Comedy'],"Jun 28, 2019 to Oct 16, 2019",8,9233,5.72,https://myanimelist.net/anime/40013/Carole___Tuesday_Specials
37000,Bernard-jou Iwaku.: Ofuro Dokusho,['Comedy'],20-Jan-17,1,9232,5.72,https://myanimelist.net/anime/37000/Bernard-jou_Iwaku__Ofuro_Dokusho
4718,AIKa: Special Trial,['Ecchi'],25-May-98,1,9231,5.72,https://myanimelist.net/anime/4718/AIKa__Special_Trial
39465,Wishing,"['Game', 'Music']",1-Dec-17,1,9229,5.73,https://myanimelist.net/anime/39465/Wishing
36009,Two Car,['Sports'],"Oct 8, 2017 to Dec 24, 2017",12,9228,5.73,https://myanimelist.net/anime/36009/Two_Car
32756,Storywriter,['Music'],3-Sep-13,1,9226,5.73,https://myanimelist.net/anime/32756/Storywriter
36000,Sora to Umi no Aida,"['Sci-Fi', 'Adventure', 'Space', 'Fantasy']","Oct 4, 2018 to Dec 20, 2018",12,9225,5.73,https://myanimelist.net/anime/36000/Sora_to_Umi_no_Aida
17165,SF Saiyuuki Starzinger (Movie),"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",17-Mar-79,1,9224,5.73,https://myanimelist.net/anime/17165/SF_Saiyuuki_Starzinger_Movie
6513,Ravex in Tezuka World,"['Space', 'Music']",29-Apr-09,1,9223,5.72,https://myanimelist.net/anime/6513/Ravex_in_Tezuka_World
31549,Peeping Life TV: Season 1??,"['Comedy', 'Slice of Life']","Oct 4, 2015 to Dec 20, 2015",12,9222,5.73,https://myanimelist.net/anime/31549/Peeping_Life_TV__Season_1
37610,Nemurihime,['Music'],4-Oct-15,1,9221,5.73,https://myanimelist.net/anime/37610/Nemurihime
23837,Meisou! Underworld,"['Action', 'Supernatural', 'Thriller']",15-Apr-14,1,9220,5.73,https://myanimelist.net/anime/23837/Meisou_Underworld
5415,La Rose de Versailles,"['Military', 'Slice of Life', 'Historical', 'Drama', 'Romance']",2007,1,9218,5.74,https://myanimelist.net/anime/5415/La_Rose_de_Versailles
16023,Kuro to Kin no Akanai Kagi.,"['Romance', 'Josei']","Feb 28, 2013 to May 30, 2013",2,9217,5.73,https://myanimelist.net/anime/16023/Kuro_to_Kin_no_Akanai_Kagi
36564,Kamiusagi Rope x Boruto: Naruto Next Generations,"['Slice of Life', 'Comedy']",12-Oct-17,1,9216,5.73,https://myanimelist.net/anime/36564/Kamiusagi_Rope_x_Boruto__Naruto_Next_Generations
19185,HORIZON feat. Hatsune Miku,['Music'],21-Jun-13,1,9215,5.73,https://myanimelist.net/anime/19185/HORIZON_feat_Hatsune_Miku
2782,Fire Emblem,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']","Jan 26, 1996 to Apr 26, 1996",2,9213,5.73,https://myanimelist.net/anime/2782/Fire_Emblem
30072,Hito no Kita Tooku Nagai Michi,['Historical'],1982,1,9214,5.73,https://myanimelist.net/anime/30072/Hito_no_Kita_Tooku_Nagai_Michi
29823,Channel 5.5 3rd Season,"['Parody', 'Comedy']","Jul 31, 2014 to Oct 10, 2014",4,9212,5.73,https://myanimelist.net/anime/29823/Channel_55_3rd_Season
40712,Azur Lane Recap,"['Action', 'Military', 'Historical']",14-Nov-19,1,9211,5.73,https://myanimelist.net/anime/40712/Azur_Lane_Recap
36875,Akuma no Memumemu-chan,"['Comedy', 'Demons', 'Ecchi', 'Shounen']",23-Jan-18,1,9210,5.73,https://myanimelist.net/anime/36875/Akuma_no_Memumemu-chan
1692,_Summer,"['Drama', 'Harem', 'Romance']","Oct 27, 2006 to Jan 26, 2007",2,9208,5.74,https://myanimelist.net/anime/1692/_Summer
9973,Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei,"['Adventure', 'Comedy', 'Kids']",29-Jan-10,1,9207,5.74,https://myanimelist.net/anime/9973/Xi_Yang_Yang_Yu_Hui_Tai_Lang__Zhi_Hu_Hu_Sheng_Wei
11695,Ultraman Graffiti,"['Action', 'Comedy', 'Parody', 'Super Power']",25-Oct-90,6,9205,5.74,https://myanimelist.net/anime/11695/Ultraman_Graffiti
5620,Uchuu Enban Dai-Sensou,"['Action', 'Mecha', 'Romance']",21-Jul-75,1,9204,5.73,https://myanimelist.net/anime/5620/Uchuu_Enban_Dai-Sensou
10904,Waza no Tabibito,"['Adventure', 'Fantasy']",2-Jul-11,1,9206,5.74,https://myanimelist.net/anime/10904/Waza_no_Tabibito
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,"['Adventure', 'Comedy', 'Fantasy']","Jul 13, 2019 to Sep 28, 2019",12,9203,5.74,https://myanimelist.net/anime/38573/Tsuujou_Kougeki_ga_Zentai_Kougeki_de_Ni-kai_Kougeki_no_Okaasan_wa_Suki_Desu_ka
37278,Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,['Game'],8-Feb-18,1,9202,5.74,https://myanimelist.net/anime/37278/Sword_Art_Online_Fatal_Bullet__The_Third_Episode_-_Pilot-ban
38331,Stand My Heroes: Piece of Truth,"['Mystery', 'Romance', 'Josei']","Oct 7, 2019 to Dec 23, 2019",12,9201,5.73,https://myanimelist.net/anime/38331/Stand_My_Heroes__Piece_of_Truth
2278,Mahou Yuugi 3D,"['Comedy', 'Magic']",29-Dec-01,1,9190,5.74,https://myanimelist.net/anime/2278/Mahou_Yuugi_3D
36664,Matsumotokiyoshi x Osomatsu-san,['Comedy'],"Jun 25, 2016 to Dec 18, 2017",9,9191,5.74,https://myanimelist.net/anime/36664/Matsumotokiyoshi_x_Osomatsu-san
22293,Mahou no Yousei Persia: Escape!,['Music'],25-Mar-99,1,9189,5.74,https://myanimelist.net/anime/22293/Mahou_no_Yousei_Persia__Escape
5878,Love Position: Halley Densetsu,"['Fantasy', 'Sci-Fi']",16-Dec-85,1,9188,5.73,https://myanimelist.net/anime/5878/Love_Position__Halley_Densetsu
21055,Mission School,"['Music', 'School']",22-Nov-06,1,9192,5.74,https://myanimelist.net/anime/21055/Mission_School
34367,Long Riders! Recap,"['Slice of Life', 'Comedy', 'Sports', 'Shounen']",12-Nov-16,1,9187,5.74,https://myanimelist.net/anime/34367/Long_Riders_Recap
8333,Kodomo no Keijijougaku,['Fantasy'],20-Oct-07,1,9185,5.74,https://myanimelist.net/anime/8333/Kodomo_no_Keijijougaku
31873,Kuro,"['Music', 'Kids']",1-Dec-05,1,9186,5.74,https://myanimelist.net/anime/31873/Kuro
28959,Kizuna (Special),"['Slice of Life', 'Romance', 'Drama']",2012,1,9184,5.74,https://myanimelist.net/anime/28959/Kizuna_Special
3267,Kingdom of Chaos: Born to Kill,['Fantasy'],"Oct 24, 2003 to Apr 23, 2004",4,9183,5.74,https://myanimelist.net/anime/3267/Kingdom_of_Chaos__Born_to_Kill
13827,Kamiusagi Rope x Panasonic Collaboration,"['Slice of Life', 'Comedy']",19-Mar-12,1,9182,5.74,https://myanimelist.net/anime/13827/Kamiusagi_Rope_x_Panasonic_Collaboration
37308,K: Seven Stories - The Idol K,"['Music', 'Comedy', 'Parody']","Jul 7, 2018 to Dec 1, 2018",6,9181,5.74,https://myanimelist.net/anime/37308/K__Seven_Stories_-_The_Idol_K
30392,Joukyou Monogatari,['Slice of Life'],1999,1,9180,5.74,https://myanimelist.net/anime/30392/Joukyou_Monogatari
1775,Jikuu Tenshou Nazca,"['Action', 'Adventure', 'Drama', 'Magic', 'Fantasy']","Apr 6, 1998 to Jun 29, 1998",12,9179,5.74,https://myanimelist.net/anime/1775/Jikuu_Tenshou_Nazca
37543,Iryou Keiei Consultant,"['Music', 'Slice of Life']",7-Nov-17,1,9178,5.74,https://myanimelist.net/anime/37543/Iryou_Keiei_Consultant
39179,In the Sea and near a Girl.,"['Dementia', 'Music']",19-Aug-14,1,9177,5.74,https://myanimelist.net/anime/39179/In_the_Sea_and_near_a_Girl
36097,Happy Forest,"['Slice of Life', 'Fantasy']",4-Jul-15,1,9176,5.74,https://myanimelist.net/anime/36097/Happy_Forest
37265,God Eater Reso Nantoka Gekijou,"['Fantasy', 'Military', 'Parody', 'Sci-Fi']","Apr 12, 2018 to Aug 4, 2018",8,9175,5.74,https://myanimelist.net/anime/37265/God_Eater_Reso_Nantoka_Gekijou
32608,Endride,"['Adventure', 'Fantasy']","Apr 3, 2016 to Sep 25, 2016",24,9174,5.74,https://myanimelist.net/anime/32608/Endride
37148,"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""","['Action', 'Super Power', 'Magic']",29-Dec-17,1,9173,5.74,https://myanimelist.net/anime/37148/Dies_Irae__Maries_Memory_Michi_ni_Tsuuzu_Kiseki
31300,Change Our Mirai!,['Music'],18-Jul-15,1,9171,5.74,https://myanimelist.net/anime/31300/Change_Our_Mirai
30091,Chaos Dragon: Sekiryuu Seneki,"['Action', 'Fantasy', 'Supernatural']","Jul 2, 2015 to Sep 17, 2015",12,9172,5.74,https://myanimelist.net/anime/30091/Chaos_Dragon__Sekiryuu_Seneki
695,Canvas: Sepia-iro no Motif,"['Comedy', 'Romance', 'Slice of Life']","Dec 25, 2001 to Mar 25, 2002",2,9170,5.74,https://myanimelist.net/anime/695/Canvas__Sepia-iro_no_Motif
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,"['Comedy', 'Parody', 'Sci-Fi']","Jan, 2008 to Apr, 2008",24,9169,5.74,https://myanimelist.net/anime/28815/Bamboo_Blade__CM_Fanfu-Fufe-Fo
35651,Aozora Under Girls!,['Music'],"May 29, 2017 to Aug 28, 2018",2,9168,5.74,https://myanimelist.net/anime/35651/Aozora_Under_Girls
4021,Seiyou Kottou Yougashiten: Antique,"['Comedy', 'Shoujo', 'Shounen Ai']","Jul 4, 2008 to Sep 19, 2008",12,3357,7.11,https://myanimelist.net/anime/4021/Seiyou_Kottou_Yougashiten__Antique
35784,Aozora,"['Music', 'Kids']",2-Jun-05,1,9167,5.74,https://myanimelist.net/anime/35784/Aozora
38906,Alice in Voodooland,"['Dementia', 'Horror', 'Music']",5-Oct-16,1,9166,5.74,https://myanimelist.net/anime/38906/Alice_in_Voodooland
2369,Rental Magica,"['Mystery', 'Supernatural', 'Fantasy']","Oct 8, 2007 to Mar 24, 2008",24,3356,7.11,https://myanimelist.net/anime/2369/Rental_Magica
5440,Ougon Yuusha Goldran,"['Action', 'Sci-Fi', 'Adventure', 'Fantasy', 'Mecha', 'Shounen']","Feb 4, 1995 to Jan 27, 1996",48,3355,7.1,https://myanimelist.net/anime/5440/Ougon_Yuusha_Goldran
1569,Otome wa Boku ni Koishiteru,"['Comedy', 'Drama', 'Romance', 'School']","Oct 8, 2006 to Dec 24, 2006",12,3354,7.11,https://myanimelist.net/anime/1569/Otome_wa_Boku_ni_Koishiteru
40100,Nu Wu Shen de Can Zhuo,"['Slice of Life', 'Comedy']","Jun 28, 2019 to Aug 30, 2019",10,3353,7.11,https://myanimelist.net/anime/40100/Nu_Wu_Shen_de_Can_Zhuo
3685,4-Day Weekend,['Music'],18-Dec-98,1,9165,5.74,https://myanimelist.net/anime/3685/4-Day_Weekend
1135,Munto: Toki no Kabe wo Koete,"['Action', 'Fantasy', 'Magic', 'Super Power']",29-Apr-05,1,3352,7.11,https://myanimelist.net/anime/1135/Munto__Toki_no_Kabe_wo_Koete
2298,Mobile Suit Gundam SEED: After-Phase Between the Stars,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",26-Mar-04,1,3351,7.11,https://myanimelist.net/anime/2298/Mobile_Suit_Gundam_SEED__After-Phase_Between_the_Stars
1766,Youseiki Suikoden,"['Action', 'Martial Arts', 'Fantasy']",25-Sep-93,1,9163,5.75,https://myanimelist.net/anime/1766/Youseiki_Suikoden
31698,Zhan Long Si Qu,"['Kids', 'Cars']",2009,64,9164,5.75,https://myanimelist.net/anime/31698/Zhan_Long_Si_Qu
33908,Yasoukyoku,['Music'],4-Jan-11,1,9162,5.75,https://myanimelist.net/anime/33908/Yasoukyoku
1176,Unkai no Meikyuu Zeguy,"['Action', 'Adventure', 'Fantasy']","Mar 21, 1993 to May 21, 1993",2,9161,5.75,https://myanimelist.net/anime/1176/Unkai_no_Meikyuu_Zeguy
21869,Tarepanda,['Music'],25-Jul-00,1,9160,5.75,https://myanimelist.net/anime/21869/Tarepanda
26011,Super Backkom,"['Comedy', 'Kids', 'Super Power']",2008,1,9158,5.75,https://myanimelist.net/anime/26011/Super_Backkom
5662,Suteneko Tora-chan,['Music'],25-Sep-47,1,9159,5.75,https://myanimelist.net/anime/5662/Suteneko_Tora-chan
2731,Shishunki Bishoujo Gattai Robo Z-Mind,"['Action', 'Parody', 'Mecha']","Feb 25, 1999 to Jul 25, 1999",6,9157,5.75,https://myanimelist.net/anime/2731/Shishunki_Bishoujo_Gattai_Robo_Z-Mind
9536,Robin-kun to 100 nin no Otomodachi,"['Comedy', 'Kids']","Oct 11, 2010 to Jan 3, 2011",13,9156,5.75,https://myanimelist.net/anime/9536/Robin-kun_to_100_nin_no_Otomodachi
38954,"Okoshiyasu, Chitose-chan Recaps","['Slice of Life', 'Comedy', 'Josei']","Dec 19, 2018 to Feb 15, 2019",2,9154,5.75,https://myanimelist.net/anime/38954/Okoshiyasu_Chitose-chan_Recaps
21641,Planet:Valkyrie,"['Action', 'Music']",23-Dec-13,1,9155,5.75,https://myanimelist.net/anime/21641/Planet_Valkyrie
3259,Lemon Angel (1988),['Ecchi'],"Feb 3, 1988 to Mar 30, 1988",9,9151,5.75,https://myanimelist.net/anime/3259/Lemon_Angel_1988
28237,MapleStory Special,"['Action', 'Comedy', 'Kids', 'Fantasy']",26-Sep-08,1,9152,5.75,https://myanimelist.net/anime/28237/MapleStory_Special
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,"['Action', 'Police', 'Drama', 'Seinen']","Jul 6, 2006 to Sep 21, 2006",11,9153,5.75,https://myanimelist.net/anime/1740/Naikaku_Kenryoku_Hanzai_Kyousei_Torishimarikan_Zaizen_Joutarou
26279,Kumo no Ito (2000),['Fantasy'],2000,1,9148,5.75,https://myanimelist.net/anime/26279/Kumo_no_Ito_2000
3462,Minky Momo in Yume ni Kakeru Hashi,"['Drama', 'Shoujo', 'Slice of Life']",21-May-93,1,3350,7.11,https://myanimelist.net/anime/3462/Minky_Momo_in_Yume_ni_Kakeru_Hashi
521,Mermaid Melody Pichi Pichi Pitch,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']","Apr 5, 2003 to Mar 27, 2004",52,3349,7.11,https://myanimelist.net/anime/521/Mermaid_Melody_Pichi_Pichi_Pitch
24073,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,"['Space', 'Comedy']",27-Sep-14,1,9147,5.75,https://myanimelist.net/anime/24073/Konna_Watashitachi_ga_Nariyuki_de_Heroine_ni_Natta_Kekka_www
1058,Kidou Shinsengumi Moeyo Ken,"['Adventure', 'Comedy', 'Historical']","Nov 19, 2003 to Feb 18, 2004",4,9145,5.75,https://myanimelist.net/anime/1058/Kidou_Shinsengumi_Moeyo_Ken
1138,Medarot,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']","Jul 2, 1999 to Jun 30, 2000",52,3348,7.11,https://myanimelist.net/anime/1138/Medarot
32928,Kiss Shite Hoshii,['Music'],21-Nov-87,1,9146,5.75,https://myanimelist.net/anime/32928/Kiss_Shite_Hoshii
7561,Kaitou Reinya,['Comedy'],"Jan 9, 2010 to Mar 27, 2010",12,9144,5.75,https://myanimelist.net/anime/7561/Kaitou_Reinya
35776,Kingdom Hearts χ Back Cover,"['Action', 'Fantasy', 'Magic', 'Mystery']",12-Jan-17,1,3347,7.11,https://myanimelist.net/anime/35776/Kingdom_Hearts_%CF%87_Back_Cover
40338,Iro wo Kuu Akuma,"['Dementia', 'Music']",24-Aug-15,1,9143,5.75,https://myanimelist.net/anime/40338/Iro_wo_Kuu_Akuma
32665,Historical,"['Adventure', 'Historical']",1-Feb-16,1,9142,5.75,https://myanimelist.net/anime/32665/Historical
8355,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,"['Comedy', 'Parody', 'Super Power']",17-Mar-07,1,9141,5.75,https://myanimelist.net/anime/8355/Himitsukessha_Taka_no_Tsume_The_Movie_1__Soutou_wa_Nido_Shinu
35202,Hand Shakers: Go ago Go,['Action'],26-Jul-17,1,9140,5.75,https://myanimelist.net/anime/35202/Hand_Shakers__Go_ago_Go
25943,Hacka Doll,['Fantasy'],"Aug 15, 2014 to Sep 18, 2014",2,9139,5.75,https://myanimelist.net/anime/25943/Hacka_Doll
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Ecchi']",21-Apr-07,1,3344,7.11,https://myanimelist.net/anime/2132/Inukami_The_Movie__Tokumei_Reiteki_Sousakan_Karina_Shirou
33457,Gakuen Handsome Special,"['Comedy', 'Parody', 'School', 'Shounen Ai']",20-Dec-16,1,9138,5.75,https://myanimelist.net/anime/33457/Gakuen_Handsome_Special
2799,Hello! Sandybell,"['Adventure', 'Romance', 'Shoujo']","Mar 6, 1981 to Feb 26, 1982",47,3343,7.11,https://myanimelist.net/anime/2799/Hello_Sandybell
37384,Fire Bird,['Music'],31-Aug-16,1,9136,5.75,https://myanimelist.net/anime/37384/Fire_Bird
16982,Hayate no Gotoku! Cuties,"['Comedy', 'Harem', 'Parody', 'Romance', 'Shounen']","Apr 9, 2013 to Jul 2, 2013",12,3342,7.11,https://myanimelist.net/anime/16982/Hayate_no_Gotoku_Cuties
247,Harukanaru Toki no Naka de: Hachiyou Shou,"['Fantasy', 'Magic', 'Supernatural', 'Demons', 'Historical', 'Shoujo']","Oct 6, 2004 to Mar 30, 2005",26,3341,7.11,https://myanimelist.net/anime/247/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou
6760,Cynical Hysterie Hour: Henshin!,['Comedy'],4-Feb-89,1,9135,5.75,https://myanimelist.net/anime/6760/Cynical_Hysterie_Hour__Henshin
5167,Cream Lemon: New Generation,"['Drama', 'Romance']","Mar 23, 2006 to May 31, 2006",4,9134,5.75,https://myanimelist.net/anime/5167/Cream_Lemon__New_Generation
6484,Chokin Senshi Cashman,"['Action', 'Comedy']",29-Jul-97,1,9133,5.75,https://myanimelist.net/anime/6484/Chokin_Senshi_Cashman
1008,Ranma ½: Yomigaeru Kioku,"['Comedy', 'Drama', 'Romance', 'Shounen']","Dec 16, 1994 to Feb 17, 1995",2,1136,7.71,https://myanimelist.net/anime/1008/Ranma_%C2%BD__Yomigaeru_Kioku
7518,Boku wa Kuma,"['Kids', 'Music', 'Slice of Life']",2-Oct-06,1,9132,5.75,https://myanimelist.net/anime/7518/Boku_wa_Kuma
35240,Princess Principal,"['Action', 'Mystery', 'Historical']","Jul 9, 2017 to Sep 24, 2017",12,1135,7.71,https://myanimelist.net/anime/35240/Princess_Principal
7270,Mobile Suit Gundam 00 Special Edition,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']","Oct 27, 2009 to Feb 23, 2010",3,1134,7.71,https://myanimelist.net/anime/7270/Mobile_Suit_Gundam_00_Special_Edition
1586,Aoi Umi no Tristia,"['Adventure', 'Mecha']","Apr 23, 2004 to Jul 23, 2004",2,9131,5.75,https://myanimelist.net/anime/1586/Aoi_Umi_no_Tristia
6050,Mahou Sensei Negima!: Mou Hitotsu no Sekai,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Ecchi', 'Shounen']","Sep 17, 2009 to Aug 17, 2010",4,1133,7.71,https://myanimelist.net/anime/6050/Mahou_Sensei_Negima__Mou_Hitotsu_no_Sekai
38346,And2! And2!,"['Music', 'Slice of Life']",15-Aug-18,1,9129,5.75,https://myanimelist.net/anime/38346/And2_And2
5053,Ai City,"['Action', 'Super Power', 'Sci-Fi']",26-Jul-86,1,9128,5.75,https://myanimelist.net/anime/5053/Ai_City
8669,Anokoro no Namida wa,"['Music', 'Slice of Life', 'Kids']",31-Mar-97,1,9130,5.75,https://myanimelist.net/anime/8669/Anokoro_no_Namida_wa
32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,"['Sports', 'School', 'Shounen']",3-Sep-16,1,1132,7.71,https://myanimelist.net/anime/32869/Kuroko_no_Basket_Movie_1__Winter_Cup_-_Kage_to_Hikari
35254,Time Bokan: Gyakushuu no San Akunin,"['Adventure', 'Comedy', 'Historical', 'Mecha']","Oct 7, 2017 to Mar 24, 2018",24,9126,5.76,https://myanimelist.net/anime/35254/Time_Bokan__Gyakushuu_no_San_Akunin
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Slice of Life']",1-Oct-88,1,1131,7.71,https://myanimelist.net/anime/2454/Kimagure_Orange%E2%98%86Road__Ano_Hi_ni_Kaeritai
24439,Kekkai Sensen,"['Action', 'Comedy', 'Super Power', 'Supernatural', 'Vampire', 'Fantasy', 'Shounen']","Apr 5, 2015 to Oct 4, 2015",12,1130,7.71,https://myanimelist.net/anime/24439/Kekkai_Sensen
3713,Jigoku Shoujo Mitsuganae,"['Mystery', 'Psychological', 'Supernatural']","Oct 4, 2008 to Apr 4, 2009",26,1129,7.71,https://myanimelist.net/anime/3713/Jigoku_Shoujo_Mitsuganae
38445,loTus feat. Pt. Ajay Pohankar,['Music'],9-Apr-18,1,9122,5.76,https://myanimelist.net/anime/38445/loTus_feat_Pt_Ajay_Pohankar
10497,Hetalia World Series Specials,"['Comedy', 'Historical', 'Parody']","Mar 25, 2011 to Sep 24, 2012",4,1126,7.71,https://myanimelist.net/anime/10497/Hetalia_World_Series_Specials
160,"Ima, Soko ni Iru Boku","['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']","Oct 14, 1999 to Jan 20, 2000",13,1127,7.71,https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku
13373,Kyoto Animation: Hana-hen,['Slice of Life'],"Jun, 2010",1,9121,5.76,https://myanimelist.net/anime/13373/Kyoto_Animation__Hana-hen
35191,Free! Movie 2: Timeless Medley - Yakusoku,"['School', 'Slice of Life', 'Sports']",1-Jul-17,1,1125,7.71,https://myanimelist.net/anime/35191/Free_Movie_2__Timeless_Medley_-_Yakusoku
35694,Kirin the Noop,['Adventure'],"Feb 6, 2014 to Feb 13, 2014",2,9120,5.76,https://myanimelist.net/anime/35694/Kirin_the_Noop
9785,Detective Conan: Conan vs. Kid - Shark & Jewel,"['Adventure', 'Comedy', 'Kids', 'Mystery', 'Police', 'Shounen']",29-Jul-05,1,1124,7.71,https://myanimelist.net/anime/9785/Detective_Conan__Conan_vs_Kid_-_Shark___Jewel
33988,Demi-chan wa Kataritai,"['Comedy', 'Vampire', 'Fantasy', 'School', 'Seinen']","Jan 8, 2017 to Mar 26, 2017",12,1122,7.71,https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai
7303,Detective Conan: Black History,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",17-Dec-07,1,1123,7.71,https://myanimelist.net/anime/7303/Detective_Conan__Black_History
39464,Haitoku Pistols no Kinkyuu Kaigi?,"['Game', 'Music', 'Parody']",25-May-17,1,9118,5.76,https://myanimelist.net/anime/39464/Haitoku_Pistols_no_Kinkyuu_Kaigi
34657,Kawazuno Mekaridoki,['Music'],23-Nov-16,1,9119,5.76,https://myanimelist.net/anime/34657/Kawazuno_Mekaridoki
40462,Ensemble Stars! Recap Special,"['Music', 'School', 'Shoujo']",29-Sep-19,1,9114,5.76,https://myanimelist.net/anime/40462/Ensemble_Stars_Recap_Special
9502,Egao no Hana,"['Music', 'Kids']",1-Jun-10,1,9113,5.76,https://myanimelist.net/anime/9502/Egao_no_Hana
10375,Denshinbashira no Okaasan,['Drama'],2005,1,9112,5.76,https://myanimelist.net/anime/10375/Denshinbashira_no_Okaasan
25977,Contact 2,"['Kids', 'Comedy', 'Sci-Fi']",2006,1,9111,5.76,https://myanimelist.net/anime/25977/Contact_2
32947,Battery,"['Slice of Life', 'Sports', 'Drama']","Jul 15, 2016 to Sep 23, 2016",11,9110,5.76,https://myanimelist.net/anime/32947/Battery
30053,Bab Mook Ja,['Slice of Life'],2007,1,9109,5.76,https://myanimelist.net/anime/30053/Bab_Mook_Ja
34954,Yoshichirou no Keirei,"['Historical', 'Samurai']",1933,1,9105,5.77,https://myanimelist.net/anime/34954/Yoshichirou_no_Keirei
31925,White Tree,"['Music', 'Romance']",10-Dec-14,1,9104,5.77,https://myanimelist.net/anime/31925/White_Tree
37692,Tousan no Kiteki,"['Kids', 'Music']",2-Apr-18,1,9102,5.77,https://myanimelist.net/anime/37692/Tousan_no_Kiteki
7248,Top wo Nerae! Gunbuster Specials,"['Mecha', 'Space']","Nov 25, 2000 to Mar 25, 2001",3,9101,5.77,https://myanimelist.net/anime/7248/Top_wo_Nerae_Gunbuster_Specials
34782,Tama Pawns,"['Comedy', 'Ecchi', 'Fantasy']","Jan 27, 2017 to Feb 1, 2017",6,9098,5.77,https://myanimelist.net/anime/34782/Tama_Pawns
3820,Space Station No.9,"['Sci-Fi', 'Music', 'Space']",1-May-05,1,9096,5.77,https://myanimelist.net/anime/3820/Space_Station_No9
5640,Tabidachi: Ami Shuushou,"['Drama', 'Romance']",21-Jun-86,1,9097,5.77,https://myanimelist.net/anime/5640/Tabidachi__Ami_Shuushou
40360,Shout Our Evidence!,['Music'],2-Sep-19,1,9094,5.77,https://myanimelist.net/anime/40360/Shout_Our_Evidence
37368,Shounen Ashibe: Go! Go! Goma-chan 3,"['Slice of Life', 'Comedy', 'Seinen']","Apr 3, 2018 to Feb 26, 2019",32,9093,5.77,https://myanimelist.net/anime/37368/Shounen_Ashibe__Go_Go_Goma-chan_3
21771,Romantica Clock,['Shoujo'],"Feb 4, 2014 to Feb 25, 2014",3,9091,5.77,https://myanimelist.net/anime/21771/Romantica_Clock
21009,Sekai de Ichiban Tsuyoku Naritai! Specials,"['Action', 'Ecchi', 'Sports']","Dec 12, 2013 to May 12, 2014",6,9092,5.77,https://myanimelist.net/anime/21009/Sekai_de_Ichiban_Tsuyoku_Naritai_Specials
35835,RErideD: Tokigoe no Derrida,"['Action', 'Sci-Fi', 'Drama']","Sep 22, 2018 to Nov 21, 2018",12,9090,5.77,https://myanimelist.net/anime/35835/RErideD__Tokigoe_no_Derrida
15159,Fantastic Children Special,['Slice of Life'],23-Sep-05,1,3336,7.11,https://myanimelist.net/anime/15159/Fantastic_Children_Special
3561,Dennou Boukenki Webdiver,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Apr 6, 2001 to Mar 23, 2002",52,3333,7.11,https://myanimelist.net/anime/3561/Dennou_Boukenki_Webdiver
