uid,title,genre,aired,episodes,ranked,score,link
890,Yuusha-Ou GaoGaiGar,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Feb 1, 1997 to Jan 31, 1998",49,689,7.92,https://myanimelist.net/anime/890/Yuusha-Ou_GaoGaiGar
543,Vampire Hunter D (2000),"['Action', 'Sci-Fi', 'Horror', 'Drama', 'Romance', 'Vampire', 'Fantasy']",25-Aug-00,1,688,7.92,https://myanimelist.net/anime/543/Vampire_Hunter_D_2000
949,Top wo Nerae! Gunbuster,"['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']","Oct 7, 1988 to Jul 7, 1989",6,687,7.92,https://myanimelist.net/anime/949/Top_wo_Nerae_Gunbuster
34504,Seitokai Yakuindomo Movie,"['Slice of Life', 'Comedy', 'School', 'Shounen']",21-Jul-17,1,686,7.92,https://myanimelist.net/anime/34504/Seitokai_Yakuindomo_Movie
1729,Maria-sama ga Miteru 3rd,"['Drama', 'School', 'Shoujo Ai', 'Slice of Life']","Dec 29, 2006 to Jul 25, 2007",5,685,7.92,https://myanimelist.net/anime/1729/Maria-sama_ga_Miteru_3rd
8310,Magic Kaito,"['Adventure', 'Comedy', 'Romance', 'Shounen']","Apr 17, 2010 to Dec 29, 2012",12,684,7.92,https://myanimelist.net/anime/8310/Magic_Kaito
35075,Hoozuki no Reitetsu 2nd Season,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']","Oct 8, 2017 to Dec 31, 2017",13,683,7.92,https://myanimelist.net/anime/35075/Hoozuki_no_Reitetsu_2nd_Season
35678,Hibike! Euphonium Movie 3: Chikai no Finale,"['Drama', 'Music', 'School']",19-Apr-19,1,682,7.92,https://myanimelist.net/anime/35678/Hibike_Euphonium_Movie_3__Chikai_no_Finale
15809,Hataraku Maou-sama!,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy']","Apr 4, 2013 to Jun 27, 2013",13,681,7.92,https://myanimelist.net/anime/15809/Hataraku_Maou-sama
35111,Haikyuu!! Movie 4: Concept no Tatakai,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",29-Sep-17,1,680,7.92,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai
7304,Detective Conan Movie 08: Time Travel of the Silver Sky,"['Adventure', 'Mystery']",30-Apr-04,1,679,7.92,https://myanimelist.net/anime/7304/Detective_Conan_Movie_08__Time_Travel_of_the_Silver_Sky
1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",19-Apr-03,1,678,7.92,https://myanimelist.net/anime/1366/Detective_Conan_Movie_07__Crossroad_in_the_Ancient_Capital
23225,Yuru Yuri Nachuyachumi!,"['Comedy', 'Shoujo Ai', 'Slice of Life']",18-Feb-15,1,677,7.93,https://myanimelist.net/anime/23225/Yuru_Yuri_Nachuyachumi
17909,Uchouten Kazoku,"['Slice of Life', 'Comedy', 'Demons', 'Drama', 'Fantasy']","Jul 7, 2013 to Sep 29, 2013",13,675,7.93,https://myanimelist.net/anime/17909/Uchouten_Kazoku
10521,Working'!!,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']","Oct 1, 2011 to Dec 24, 2011",13,676,7.93,https://myanimelist.net/anime/10521/Working
22319,Tokyo Ghoul,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']","Jul 4, 2014 to Sep 19, 2014",12,674,7.93,https://myanimelist.net/anime/22319/Tokyo_Ghoul
400,Seihou Bukyou Outlaw Star,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Comedy']","Jan 9, 1998 to Jun 26, 1998",24,673,7.93,https://myanimelist.net/anime/400/Seihou_Bukyou_Outlaw_Star
9088,Saiyuuki Gaiden,"['Action', 'Adventure', 'Drama', 'Fantasy']","Mar 25, 2011 to Nov 25, 2011",3,672,7.93,https://myanimelist.net/anime/9088/Saiyuuki_Gaiden
33190,Planetarian: Hoshi no Hito,"['Sci-Fi', 'Drama']",3-Sep-16,1,671,7.93,https://myanimelist.net/anime/33190/Planetarian__Hoshi_no_Hito
20,Naruto,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']","Oct 3, 2002 to Feb 8, 2007",220,670,7.93,https://myanimelist.net/anime/20/Naruto
33221,Mobile Suit Gundam Thunderbolt: December Sky,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",25-Jun-16,1,669,7.93,https://myanimelist.net/anime/33221/Mobile_Suit_Gundam_Thunderbolt__December_Sky
22097,Magi: Sinbad no Bouken,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']","May 14, 2014 to Jul 15, 2015",5,668,7.93,https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"['Action', 'Military', 'Sci-Fi', 'Space']",6-Feb-88,1,667,7.93,https://myanimelist.net/anime/3014/Ginga_Eiyuu_Densetsu__Waga_Yuku_wa_Hoshi_no_Taikai
2890,Gake no Ue no Ponyo,"['Adventure', 'Fantasy']",19-Jul-08,1,666,7.93,https://myanimelist.net/anime/2890/Gake_no_Ue_no_Ponyo
6702,Fairy Tail,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']","Oct 12, 2009 to Mar 30, 2013",175,665,7.93,https://myanimelist.net/anime/6702/Fairy_Tail
2035,Eikoku Koi Monogatari Emma: Molders-hen,"['Slice of Life', 'Romance', 'Historical', 'Drama', 'Seinen']","Apr 17, 2007 to Jul 3, 2007",12,664,7.93,https://myanimelist.net/anime/2035/Eikoku_Koi_Monogatari_Emma__Molders-hen
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","['Drama', 'Romance', 'School']",1-Jul-09,1,663,7.93,https://myanimelist.net/anime/6351/Clannad__After_Story_-_Mou_Hitotsu_no_Sekai_Kyou-hen
6377,Zan Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']","Jul 5, 2009 to Sep 27, 2009",13,661,7.94,https://myanimelist.net/anime/6377/Zan_Sayonara_Zetsubou_Sensei
1485,Akachan to Boku,"['Comedy', 'Drama', 'Shoujo']","Jul 11, 1996 to Mar 26, 1997",35,662,7.93,https://myanimelist.net/anime/1485/Akachan_to_Boku
4163,Seto no Hanayome OVA,"['Comedy', 'Parody', 'Romance', 'School', 'Shounen']","Nov 3, 2008 to Jan 5, 2009",2,660,7.94,https://myanimelist.net/anime/4163/Seto_no_Hanayome_OVA
2143,Saiyuuki Reload: Burial,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shoujo']","Apr 28, 2007 to Mar 28, 2008",3,659,7.94,https://myanimelist.net/anime/2143/Saiyuuki_Reload__Burial
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,"['Adventure', 'Fantasy', 'Historical', 'Romance']",30-Apr-09,1,658,7.94,https://myanimelist.net/anime/6007/Ookami_to_Koushinryou_II__Ookami_to_Kohakuiro_no_Yuuutsu
25517,Magic Kaito 1412,"['Adventure', 'Comedy', 'Romance', 'Shounen']","Oct 4, 2014 to Mar 28, 2015",24,657,7.94,https://myanimelist.net/anime/25517/Magic_Kaito_1412
27947,Lupin III (2015),"['Action', 'Adventure', 'Comedy', 'Mystery', 'Seinen']","Oct 2, 2015 to Mar 18, 2016",24,656,7.94,https://myanimelist.net/anime/27947/Lupin_III_2015
1695,Les Misérables: Shoujo Cosette,"['Slice of Life', 'Historical', 'Drama', 'Shoujo']","Jan 7, 2007 to Dec 30, 2007",52,655,7.94,https://myanimelist.net/anime/1695/Les_Mis%C3%A9rables__Shoujo_Cosette
187,Initial D Third Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",13-Jan-01,1,654,7.94,https://myanimelist.net/anime/187/Initial_D_Third_Stage
14175,Hanasaku Iroha: Home Sweet Home,"['Slice of Life', 'Comedy', 'Drama']",9-Mar-13,1,652,7.94,https://myanimelist.net/anime/14175/Hanasaku_Iroha__Home_Sweet_Home
24471,Hoozuki no Reitetsu OVA,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']","Feb 23, 2015 to Mar 23, 2017",4,653,7.94,https://myanimelist.net/anime/24471/Hoozuki_no_Reitetsu_OVA
35110,Haikyuu!! Movie 3: Sainou to Sense,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",15-Sep-17,1,651,7.94,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
35120,Devilman: Crybaby,"['Action', 'Dementia', 'Demons', 'Horror', 'Supernatural']",5-Jan-18,10,650,7.94,https://myanimelist.net/anime/35120/Devilman__Crybaby
779,Detective Conan Movie 01: The Timed Skyscraper,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",19-Apr-97,1,649,7.94,https://myanimelist.net/anime/779/Detective_Conan_Movie_01__The_Timed_Skyscraper
10012,Carnival Phantasm,"['Comedy', 'Parody', 'Supernatural']","Aug 14, 2011 to Dec 31, 2011",12,648,7.94,https://myanimelist.net/anime/10012/Carnival_Phantasm
2605,Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']","Jul 8, 2007 to Sep 23, 2007",12,646,7.95,https://myanimelist.net/anime/2605/Sayonara_Zetsubou_Sensei
31973,Mobile Suit Gundam Thunderbolt,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']","Dec 25, 2015 to Apr 22, 2016",4,645,7.95,https://myanimelist.net/anime/31973/Mobile_Suit_Gundam_Thunderbolt
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"['Action', 'Magic', 'Comedy', 'Sci-Fi', 'Drama']",23-Jan-10,1,644,7.95,https://myanimelist.net/anime/4985/Mahou_Shoujo_Lyrical_Nanoha__The_Movie_1st
3572,Macross F,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']","Apr 4, 2008 to Sep 26, 2008",25,643,7.95,https://myanimelist.net/anime/3572/Macross_F
4280,Kara no Kyoukai 4: Garan no Dou,"['Action', 'Mystery', 'Supernatural', 'Thriller']",24-May-08,1,642,7.95,https://myanimelist.net/anime/4280/Kara_no_Kyoukai_4__Garan_no_Dou
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"['Comedy', 'Drama', 'Shoujo']",11-Dec-05,1,641,7.95,https://myanimelist.net/anime/429/Kaleido_Star__Legend_of_Phoenix_-_Layla_Hamilton_Monogatari
5781,Isekai no Seikishi Monogatari,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']","May 22, 2009 to May 26, 2010",13,640,7.95,https://myanimelist.net/anime/5781/Isekai_no_Seikishi_Monogatari
10029,Coquelicot-zaka kara,"['Historical', 'Romance', 'School', 'Shoujo']",16-Jul-11,1,639,7.95,https://myanimelist.net/anime/10029/Coquelicot-zaka_kara
38250,Xiao Lu He Xiao Lan,"['Game', 'Sci-Fi', 'Slice of Life', 'Comedy', 'Drama', 'Magic', 'School', 'Shounen Ai']","Aug 27, 2018 to Feb 16, 2019",72,637,7.96,https://myanimelist.net/anime/38250/Xiao_Lu_He_Xiao_Lan
16916,Kuroko no Basket: Tip Off,"['Sports', 'Comedy', 'School', 'Shounen']",22-Feb-13,1,636,7.96,https://myanimelist.net/anime/16916/Kuroko_no_Basket__Tip_Off
7062,Hidamari Sketch x ☆☆☆,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Jan 8, 2010 to Mar 26, 2010",12,635,7.96,https://myanimelist.net/anime/7062/Hidamari_Sketch_x_%E2%98%86%E2%98%86%E2%98%86
2623,Flanders no Inu (Movie),"['Drama', 'Historical']",15-Mar-97,1,634,7.96,https://myanimelist.net/anime/2623/Flanders_no_Inu_Movie
790,Ergo Proxy,"['Psychological', 'Mystery', 'Sci-Fi']","Feb 25, 2006 to Aug 12, 2006",23,633,7.96,https://myanimelist.net/anime/790/Ergo_Proxy
8408,Durarara!! Specials,"['Action', 'Comedy', 'Supernatural']","Aug 25, 2010 to Feb 23, 2011",2,632,7.96,https://myanimelist.net/anime/8408/Durarara_Specials
780,Detective Conan Movie 02: The Fourteenth Target,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",18-Apr-98,1,631,7.96,https://myanimelist.net/anime/780/Detective_Conan_Movie_02__The_Fourteenth_Target
24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"['Action', 'Sci-Fi', 'Seinen']",3-Oct-15,1,630,7.96,https://myanimelist.net/anime/24921/Aoki_Hagane_no_Arpeggio__Ars_Nova_Cadenza
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"['Game', 'Psychological', 'Thriller', 'Seinen']","Oct 5, 2005 to Mar 29, 2006",26,629,7.97,https://myanimelist.net/anime/658/Touhai_Densetsu_Akagi__Yami_ni_Maiorita_Tensai
2158,Terra e... (TV),"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']","Apr 7, 2007 to Sep 22, 2007",24,628,7.97,https://myanimelist.net/anime/2158/Terra_e_TV
22,Tennis no Ouji-sama,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']","Oct 10, 2001 to Mar 23, 2005",178,627,7.97,https://myanimelist.net/anime/22/Tennis_no_Ouji-sama
9926,Sekaiichi Hatsukoi,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Apr 9, 2011 to Jun 25, 2011",12,626,7.97,https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi
26123,Seitokai Yakuindomo* OVA,"['Slice of Life', 'Comedy', 'School', 'Shounen']","May 16, 2014 to Sep 17, 2020",10,625,7.97,https://myanimelist.net/anime/26123/Seitokai_Yakuindomo_OVA
30745,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,['Music'],14-Mar-15,1,624,7.97,https://myanimelist.net/anime/30745/Kyoukai_no_Kanata_Movie__Ill_Be_Here_-_Kako-hen_-_Yakusoku_no_Kizuna
13767,Junjou Romantica OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Dec 20, 2012 to Dec 1, 2015",2,623,7.97,https://myanimelist.net/anime/13767/Junjou_Romantica_OVA
2762,Igano Kabamaru,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']","Oct 20, 1983 to Mar 29, 1984",24,622,7.97,https://myanimelist.net/anime/2762/Igano_Kabamaru
33899,IDOLiSH7,['Music'],"Jan 7, 2018 to May 19, 2018",17,621,7.97,https://myanimelist.net/anime/33899/IDOLiSH7
967,Hokuto no Ken,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']","Oct 4, 1984 to Mar 5, 1987",109,620,7.97,https://myanimelist.net/anime/967/Hokuto_no_Ken
30415,High☆Speed!: Free! Starting Days,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",5-Dec-15,1,619,7.97,https://myanimelist.net/anime/30415/High%E2%98%86Speed__Free_Starting_Days
11239,Hidamari Sketch x Honeycomb,"['Slice of Life', 'Comedy', 'School', 'Seinen']","Oct 5, 2012 to Dec 21, 2012",12,618,7.97,https://myanimelist.net/anime/11239/Hidamari_Sketch_x_Honeycomb
22043,Fairy Tail (2014),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","Apr 5, 2014 to Mar 26, 2016",102,617,7.97,https://myanimelist.net/anime/22043/Fairy_Tail_2014
6505,There She Is!!,"['Comedy', 'Romance']","Apr 20, 2003 to Dec 9, 2008",5,615,7.98,https://myanimelist.net/anime/6505/There_She_Is
32093,Tanaka-kun wa Itsumo Kedaruge,"['Slice of Life', 'Comedy', 'School']","Apr 9, 2016 to Jun 25, 2016",12,613,7.98,https://myanimelist.net/anime/32093/Tanaka-kun_wa_Itsumo_Kedaruge
6582,Tentai Senshi Sunred 2nd Season,"['Comedy', 'Parody', 'Seinen', 'Super Power']","Oct 3, 2009 to Mar 27, 2010",26,614,7.98,https://myanimelist.net/anime/6582/Tentai_Senshi_Sunred_2nd_Season
114,Sakigake!! Cromartie Koukou,"['Comedy', 'School', 'Shounen']","Oct 3, 2003 to Mar 26, 2004",26,612,7.98,https://myanimelist.net/anime/114/Sakigake_Cromartie_Koukou
85,Mobile Suit Zeta Gundam,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']","Mar 2, 1985 to Feb 22, 1986",50,611,7.98,https://myanimelist.net/anime/85/Mobile_Suit_Zeta_Gundam
25649,Junjou Romantica 3,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Jul 9, 2015 to Sep 24, 2015",12,610,7.98,https://myanimelist.net/anime/25649/Junjou_Romantica_3
996,Bishoujo Senshi Sailor Moon: Sailor Stars,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']","Mar 9, 1996 to Feb 8, 1997",34,608,7.98,https://myanimelist.net/anime/996/Bishoujo_Senshi_Sailor_Moon__Sailor_Stars
6586,Yume-iro Pâtissière,"['Kids', 'School', 'Shoujo']","Oct 4, 2009 to Sep 26, 2010",50,607,7.99,https://myanimelist.net/anime/6586/Yume-iro_P%C3%A2tissi%C3%A8re
3588,Soul Eater,"['Action', 'Fantasy', 'Comedy', 'Supernatural', 'Shounen']","Apr 7, 2008 to Mar 30, 2009",51,606,7.99,https://myanimelist.net/anime/3588/Soul_Eater
12815,Shirokuma Cafe,"['Slice of Life', 'Comedy', 'Josei']","Apr 5, 2012 to Mar 28, 2013",50,605,7.99,https://myanimelist.net/anime/12815/Shirokuma_Cafe
24,School Rumble,"['Comedy', 'Romance', 'School', 'Shounen']","Oct 5, 2004 to Mar 29, 2005",26,604,7.99,https://myanimelist.net/anime/24/School_Rumble
17549,Non Non Biyori,"['Comedy', 'School', 'Seinen', 'Slice of Life']","Oct 8, 2013 to Dec 24, 2013",12,603,7.99,https://myanimelist.net/anime/17549/Non_Non_Biyori
18429,Lupin III vs. Detective Conan: The Movie,"['Action', 'Comedy', 'Mystery', 'Shounen']",7-Dec-13,1,602,7.99,https://myanimelist.net/anime/18429/Lupin_III_vs_Detective_Conan__The_Movie
34451,Kekkai Sensen & Beyond,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']","Oct 8, 2017 to Dec 24, 2017",12,601,7.99,https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond
13331,Jormungand: Perfect Order,"['Action', 'Adventure', 'Seinen']","Oct 10, 2012 to Dec 26, 2012",12,600,7.99,https://myanimelist.net/anime/13331/Jormungand__Perfect_Order
9289,Hanasaku Iroha,"['Slice of Life', 'Comedy', 'Drama']","Apr 3, 2011 to Sep 25, 2011",26,599,7.99,https://myanimelist.net/anime/9289/Hanasaku_Iroha
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",25-Oct-19,4,598,8,https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
3371,Ginga Eiyuu Densetsu Gaiden,"['Action', 'Military', 'Sci-Fi', 'Space']","Feb 9, 1998 to Sep 26, 1998",24,597,7.99,https://myanimelist.net/anime/3371/Ginga_Eiyuu_Densetsu_Gaiden
22961,Date A Live II: Kurumi Star Festival,"['Slice of Life', 'Romance']",8-Dec-14,1,596,7.99,https://myanimelist.net/anime/22961/Date_A_Live_II__Kurumi_Star_Festival
1470,City Hunter,"['Action', 'Comedy', 'Mystery', 'Shounen']","Apr 6, 1987 to Mar 28, 1988",51,595,7.99,https://myanimelist.net/anime/1470/City_Hunter
39565,Boku no Hero Academia the Movie 2: Heroes:Rising,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",20-Dec-19,1,594,7.97,https://myanimelist.net/anime/39565/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising
9513,Beelzebub,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']","Jan 9, 2011 to Mar 25, 2012",60,593,7.99,https://myanimelist.net/anime/9513/Beelzebub
28,Yakitate!! Japan,"['Comedy', 'Shounen']","Oct 12, 2004 to Mar 14, 2006",69,592,8,https://myanimelist.net/anime/28/Yakitate_Japan
38917,Tong Ling Fei,"['Comedy', 'Historical', 'Drama', 'Romance']","Nov 30, 2018 to Apr 19, 2019",16,590,8,https://myanimelist.net/anime/38917/Tong_Ling_Fei
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",20-Aug-05,1,591,8,https://myanimelist.net/anime/793/xxxHOLiC_Movie__Manatsu_no_Yoru_no_Yume
9941,Tiger & Bunny,"['Action', 'Mystery', 'Comedy', 'Super Power']","Apr 3, 2011 to Sep 18, 2011",25,589,8,https://myanimelist.net/anime/9941/Tiger___Bunny
11813,Shijou Saikyou no Deshi Kenichi OVA,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']","Mar 14, 2012 to May 16, 2014",11,588,8,https://myanimelist.net/anime/11813/Shijou_Saikyou_no_Deshi_Kenichi_OVA
27775,Plastic Memories,"['Sci-Fi', 'Drama', 'Romance']","Apr 5, 2015 to Jun 28, 2015",13,587,8,https://myanimelist.net/anime/27775/Plastic_Memories
40179,Mini Toji: Yume,"['Action', 'Fantasy']",24-May-19,1,586,8,https://myanimelist.net/anime/40179/Mini_Toji__Yume
7222,Macross F Movie 2: Sayonara no Tsubasa,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",26-Feb-11,1,585,8,https://myanimelist.net/anime/7222/Macross_F_Movie_2__Sayonara_no_Tsubasa
1088,Macross,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']","Oct 3, 1982 to Jun 26, 1983",36,584,8,https://myanimelist.net/anime/1088/Macross
35857,Lupin III: Part 5,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']","Apr 4, 2018 to Sep 19, 2018",24,583,8,https://myanimelist.net/anime/35857/Lupin_III__Part_5
387,Haibane Renmei,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']","Oct 10, 2002 to Dec 19, 2002",13,581,8,https://myanimelist.net/anime/387/Haibane_Renmei
1594,Jigoku Shoujo Futakomori,"['Mystery', 'Horror', 'Psychological', 'Supernatural']","Oct 7, 2006 to Apr 7, 2007",26,582,8,https://myanimelist.net/anime/1594/Jigoku_Shoujo_Futakomori
2924,ef: A Tale of Memories.,"['Mystery', 'Drama', 'Romance']","Oct 7, 2007 to Dec 23, 2007",12,580,8,https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories
35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"['Fantasy', 'Romance', 'Shoujo']",13-Sep-17,1,579,8,https://myanimelist.net/anime/35320/Cardcaptor_Sakura__Clear_Card-hen_Prologue_-_Sakura_to_Futatsu_no_Kuma
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']",23-Jun-12,1,578,8,https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku
34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",15-Apr-17,1,577,8.01,https://myanimelist.net/anime/34375/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou_2_-_Tamashii
30279,Yuru Yuri San☆Hai!,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']","Oct 6, 2015 to Dec 22, 2015",12,576,8.01,https://myanimelist.net/anime/30279/Yuru_Yuri_San%E2%98%86Hai
37786,Yagate Kimi ni Naru,"['Romance', 'School', 'Shoujo Ai']","Oct 5, 2018 to Dec 28, 2018",13,575,8.01,https://myanimelist.net/anime/37786/Yagate_Kimi_ni_Naru
31098,Ushio to Tora (TV) 2nd Season,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']","Apr 1, 2016 to Jun 24, 2016",13,574,8.01,https://myanimelist.net/anime/31098/Ushio_to_Tora_TV_2nd_Season
2618,Takarajima,"['Adventure', 'Mystery', 'Historical', 'Drama']","Oct 8, 1978 to Apr 1, 1979",26,573,8.01,https://myanimelist.net/anime/2618/Takarajima
20815,Sekaiichi Hatsukoi: Valentine-hen,"['Romance', 'Comedy', 'Shounen Ai']",15-Mar-14,1,572,8.01,https://myanimelist.net/anime/20815/Sekaiichi_Hatsukoi__Valentine-hen
957,Saiunkoku Monogatari,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']","Apr 8, 2006 to Feb 24, 2007",39,571,8.01,https://myanimelist.net/anime/957/Saiunkoku_Monogatari
2159,Ookiku Furikabutte,"['Comedy', 'Seinen', 'Sports']","Apr 13, 2007 to Sep 28, 2007",25,570,8.01,https://myanimelist.net/anime/2159/Ookiku_Furikabutte
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",26-Aug-17,1,569,8.01,https://myanimelist.net/anime/36215/One_Piece__Episode_of_East_Blue_-_Luffy_to_4-nin_no_Nakama_no_Daibouken
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",30-Aug-14,1,568,8.01,https://myanimelist.net/anime/25161/One_Piece_3D2Y__Ace_no_shi_wo_Koete_Luffy_Nakama_Tono_Chikai
10721,Mawaru Penguindrum,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']","Jul 8, 2011 to Dec 23, 2011",24,566,8.01,https://myanimelist.net/anime/10721/Mawaru_Penguindrum
